,Unnamed: 0,price,bedrooms,bathrooms,sqft_living,sqft_lot,waterfront,condition,grade,sqft_above,lat,long,basement,renovated,floor_1.5,floor_2.0,floor_2.5,floor_3.0,floor_3.5
19847,20546,475000.0,3.0,2.5,1630,2520,0.0,3,7,1630,47.5493,-121.998,0,0,0,1,0,0,0
19849,20548,635000.0,3.0,3.0,2230,1407,0.0,3,8,1850,47.5446,-122.017,1,0,0,0,1,0,0
19850,20549,350000.0,3.0,2.5,1380,1590,0.0,3,9,1160,47.5444,-122.375,1,0,0,1,0,0,0
19851,20550,345000.0,3.0,3.5,1320,1161,0.0,3,8,1320,47.7162,-122.294,0,0,0,0,0,1,0
19852,20551,700000.0,2.0,2.0,1490,713,0.0,3,9,1490,47.6356,-122.346,0,0,0,0,0,1,0
19853,20552,490000.0,3.0,2.5,1280,1520,0.0,3,8,1080,47.6651,-122.368,1,0,0,1,0,0,0
19854,20554,579000.0,2.0,2.5,1280,1051,0.0,3,8,1080,47.6273,-122.359,0,0,0,1,0,0,0
19855,20555,552500.0,3.0,1.5,1300,1435,0.0,3,8,1120,47.6114,-122.31,1,0,0,1,0,0,0
19856,20556,467000.0,4.0,3.0,2170,5024,0.0,3,8,2170,47.495,-122.145,0,0,0,1,0,0,0
19857,20557,305000.0,4.0,2.5,1763,3717,0.0,3,8,1763,47.4213,-122.194,0,0,0,1,0,0,0
19858,20558,212000.0,2.0,1.5,1020,1525,0.0,3,7,1020,47.70399999999999,-122.347,0,0,0,1,0,0,0
19859,20559,429000.0,4.0,2.5,1840,4593,0.0,3,7,1840,47.6866,-122.013,0,0,0,1,0,0,0
19860,20560,479950.0,3.0,2.0,1820,1358,0.0,3,9,1820,47.5433,-122.376,0,0,0,0,0,1,0
19861,20561,825000.0,3.0,3.5,2670,3000,0.0,3,9,1870,47.6813,-122.372,1,0,0,1,0,0,0
19863,20564,289000.0,2.0,1.5,1160,2158,0.0,3,7,1160,47.7178,-122.19,0,0,0,1,0,0,0
19864,20565,265000.0,3.0,2.5,1400,3368,0.0,3,7,1400,47.5134,-122.342,0,0,0,1,0,0,0
19865,20566,344000.0,3.0,2.5,1232,1130,0.0,3,7,1232,47.7185,-122.317,0,0,0,0,0,1,0
19866,20567,749000.0,4.0,3.0,2700,6000,0.0,4,8,2100,47.58600000000001,-122.383,1,0,0,1,0,0,0
19867,20568,492000.0,4.0,2.5,2550,6382,0.0,3,7,2550,47.5202,-121.87,0,0,0,1,0,0,0
19868,20569,552500.0,4.0,2.5,3260,6902,0.0,3,8,3260,47.4829,-122.156,0,0,0,1,0,0,0
19869,20570,653500.0,2.0,2.5,1680,1240,0.0,3,8,1120,47.6372,-122.324,1,0,0,1,0,0,0
19871,20572,333000.0,3.0,1.5,1260,5758,0.0,3,7,1260,47.5524,-122.139,0,0,0,1,0,0,0
19872,20574,445000.0,4.0,3.5,3450,5000,0.0,3,8,3450,47.4925,-122.273,0,0,0,1,0,0,0
19873,20575,273500.0,3.0,2.5,1550,3402,0.0,3,7,1550,47.3523,-122.212,0,0,0,1,0,0,0
19876,20578,430000.0,3.0,3.5,1550,1444,0.0,3,8,1550,47.6767,-122.291,0,0,0,0,0,1,0
19877,20579,392000.0,4.0,2.5,2130,4000,0.0,3,8,2130,47.5108,-122.362,0,0,0,1,0,0,0
19878,20580,795000.0,4.0,2.5,2890,7798,0.0,3,9,2890,47.5456,-122.129,0,0,0,1,0,0,0
19879,20581,457000.0,3.0,2.5,1220,1330,0.0,3,8,1010,47.6904,-122.37,1,0,0,1,0,0,0
19880,20582,453000.0,4.0,2.5,2502,8306,0.0,3,9,2502,47.2953,-122.265,0,0,0,1,0,0,0
19881,20583,376000.0,3.0,2.0,1340,1384,0.0,3,8,1340,47.6973,-122.35,0,0,0,0,0,1,0
19882,20584,469995.0,4.0,2.5,2350,3800,0.0,3,8,2350,47.4783,-122.123,0,0,0,1,0,0,0
19883,20585,540000.0,3.0,2.5,1810,3930,0.0,3,8,1810,47.7169,-122.02,0,0,0,1,0,0,0
19884,20586,555000.0,4.0,2.5,3310,6500,0.0,3,8,3310,47.515,-121.87,0,0,0,1,0,0,0
19885,20587,445000.0,3.0,2.0,1620,5101,0.0,3,7,590,47.5448,-122.288,1,0,0,0,0,0,0
19886,20588,256950.0,2.0,2.0,1070,635,0.0,3,9,720,47.5212,-122.357,1,0,0,1,0,0,0
19887,20589,297000.0,4.0,2.5,2230,4952,0.0,3,8,2230,47.3363,-122.211,0,0,0,1,0,0,0
19888,20590,320000.0,4.0,2.5,1970,4558,0.0,3,8,1970,47.3627,-122.04,0,0,0,1,0,0,0
19890,20592,799990.0,4.0,3.0,3110,6050,0.0,3,9,3110,47.705,-122.126,0,0,0,1,0,0,0
19891,20593,680000.0,4.0,2.5,3490,3677,0.0,3,9,2850,47.774,-122.162,1,0,0,1,0,0,0
19892,20594,395000.0,3.0,2.5,1600,1936,0.0,3,7,1600,47.5629,-122.297,0,0,0,1,0,0,0
19893,20595,732000.0,3.0,2.5,1960,3060,0.0,3,8,1960,47.6764,-122.389,0,0,0,1,0,0,0
19894,20596,163800.0,2.0,2.5,1000,1092,0.0,3,7,990,47.5419,-122.271,1,0,0,1,0,0,0
19895,20598,308625.0,2.0,2.0,1500,1408,0.0,3,7,1500,47.7293,-122.343,0,0,0,0,0,1,0
19896,20599,375000.0,3.0,2.5,2424,5931,0.0,3,9,2424,47.3515,-122.134,0,0,0,1,0,0,0
19897,20600,300000.0,4.0,2.5,2303,3826,0.0,3,8,2303,47.3258,-122.165,0,0,0,1,0,0,0
19898,20601,284000.0,3.0,2.5,1880,6008,0.0,3,7,1880,47.3366,-122.052,0,0,0,1,0,0,0
19899,20602,610000.0,2.0,2.0,1210,740,0.0,3,8,780,47.6206,-122.3,1,0,0,1,0,0,0
19902,20605,359000.0,3.0,1.5,1360,885,0.0,3,8,1360,47.6961,-122.349,0,0,0,0,0,1,0
19903,20606,779380.0,5.0,2.5,2590,7084,0.0,3,8,2590,47.7053,-122.113,0,0,0,1,0,0,0
19905,20608,635000.0,3.0,3.0,2290,1407,0.0,3,8,1890,47.5446,-122.017,1,0,0,0,1,0,0
19907,20610,389500.0,3.0,2.5,1350,874,0.0,3,8,1270,47.549,-122.387,1,0,0,0,0,1,0
19908,20611,359800.0,5.0,2.5,2170,2752,0.0,3,8,2170,47.5165,-122.346,0,0,0,1,0,0,0
19909,20612,399950.0,3.0,3.0,1296,1051,0.0,3,8,1296,47.7175,-122.284,0,0,0,0,0,1,0
19910,20613,320000.0,3.0,3.5,1530,1602,0.0,3,8,1140,47.5555,-122.362,1,0,0,1,0,0,0
19911,20614,255900.0,3.0,2.5,1489,3266,0.0,3,7,1489,47.3452,-122.217,0,0,0,1,0,0,0
19912,20615,380000.0,4.0,2.5,2130,4467,0.0,3,8,2130,47.5108,-122.363,0,0,0,1,0,0,0
19913,20616,580000.0,3.0,3.0,1430,1521,0.0,3,9,1130,47.6353,-122.371,1,0,0,1,0,0,0
19915,20618,451300.0,3.0,2.5,1420,814,0.0,3,8,1140,47.5429,-122.387,1,0,0,1,0,0,0
19916,20619,852880.0,4.0,3.5,3450,6184,0.0,3,9,3450,47.6072,-122.054,0,0,0,1,0,0,0
19917,20620,305000.0,4.0,2.5,1914,3150,0.0,3,8,1914,47.43,-122.188,0,0,0,1,0,0,0
19918,20621,295000.0,2.0,1.5,988,1080,0.0,3,7,988,47.7123,-122.301,0,0,0,0,0,1,0
19919,20622,261000.0,3.0,2.5,1584,2800,0.0,3,7,1584,47.3451,-122.214,0,0,0,1,0,0,0
19920,20623,560000.0,4.0,2.5,2630,5710,0.0,3,8,2630,47.5342,-121.876,0,0,0,1,0,0,0
19922,20625,384950.0,4.0,2.5,2380,4913,0.0,3,8,2380,47.3607,-122.038,0,0,0,1,0,0,0
19923,20626,500000.0,3.0,2.0,1410,1197,0.0,3,8,1410,47.6558,-122.348,0,0,0,0,0,1,0
19924,20627,640000.0,4.0,3.5,3220,5741,0.0,3,9,3220,47.5169,-121.886,0,0,0,1,0,0,0
19925,20628,418000.0,4.0,3.5,3266,5969,0.0,3,8,3266,47.2975,-122.35,0,0,0,1,0,0,0
19926,20629,799000.0,3.0,2.0,2550,4794,0.0,3,9,2550,47.6955,-122.29,0,0,0,1,0,0,0
19928,20631,539950.0,3.0,2.5,1670,1596,0.0,3,8,1670,47.5402,-122.387,0,0,0,0,0,1,0
19929,20632,524225.0,4.0,2.5,3056,11385,0.0,3,9,3056,47.2905,-122.264,0,0,0,1,0,0,0
19930,20633,424950.0,2.0,1.5,1000,1188,0.0,3,8,1000,47.6823,-122.327,0,0,0,0,0,1,0
19931,20634,560000.0,3.0,3.5,1530,1786,0.0,3,8,1200,47.6783,-122.366,1,0,0,1,0,0,0
19932,20635,715000.0,5.0,3.0,3490,6091,0.0,3,9,3490,47.7744,-122.225,0,0,0,1,0,0,0
19933,20636,300000.0,5.0,2.5,2760,6000,0.0,3,8,2760,47.5289,-122.321,0,0,0,1,0,0,0
19934,20637,405000.0,3.0,2.5,1440,2163,0.0,3,7,1440,47.554,-121.998,0,0,0,1,0,0,0
19935,20638,327000.0,3.0,3.0,1370,1001,0.0,3,8,1370,47.7302,-122.355,0,0,0,0,0,1,0
19937,20640,560000.0,4.0,3.0,2720,7570,0.0,3,9,2720,47.7113,-122.349,0,0,0,1,0,0,0
19938,20641,379900.0,3.0,2.5,1800,2792,0.0,3,8,1800,47.5442,-122.371,0,0,0,1,0,0,0
19939,20642,625000.0,3.0,2.5,3220,6409,0.0,3,9,3220,47.4815,-122.127,0,0,0,1,0,0,0
19940,20643,398096.0,3.0,2.5,2370,5321,0.0,3,8,2370,47.37,-122.019,0,0,0,1,0,0,0
19941,20644,315000.0,3.0,2.5,1410,1325,0.0,3,7,1180,47.5582,-122.363,1,0,0,1,0,0,0
19943,20646,674000.0,3.0,2.5,1920,3624,0.0,3,9,1920,47.6647,-122.087,0,0,0,1,0,0,0
19944,20647,306000.0,4.0,2.5,2267,3577,0.0,3,7,2267,47.3384,-122.18,0,0,0,1,0,0,0
19946,20649,394950.0,2.0,1.0,1131,1304,0.0,3,7,1131,47.6912,-122.313,0,0,0,0,0,1,0
19948,20651,496000.0,3.0,2.5,2180,4533,0.0,3,7,2180,47.754,-122.215,0,0,0,1,0,0,0
19949,20653,449990.0,4.0,2.5,2680,5539,0.0,3,8,2680,47.4759,-121.734,0,0,0,1,0,0,0
19950,20655,310000.0,3.0,2.5,1300,3612,0.0,3,7,1300,47.5328,-122.282,0,0,0,1,0,0,0
19951,20656,349950.0,4.0,3.5,2796,3520,0.0,3,8,2796,47.3427,-122.278,0,0,0,0,1,0,0
19952,20657,625000.0,2.0,2.0,1460,1500,0.0,3,8,1000,47.6853,-122.356,1,0,0,1,0,0,0
19954,20659,680000.0,4.0,3.0,2330,3920,0.0,3,9,2330,47.5525,-121.99,0,0,0,1,0,0,0
19956,20661,274950.0,3.0,2.5,1608,4000,0.0,3,8,1608,47.2582,-122.198,0,0,0,1,0,0,0
19957,20662,293000.0,2.0,2.5,1610,1968,0.0,4,7,1610,47.5184,-122.196,0,0,0,1,0,0,0
19958,20663,795000.0,4.0,3.5,3200,3250,0.0,3,9,2670,47.5515,-122.0,1,0,0,1,0,0,0
19959,20664,282900.0,4.0,2.5,1710,3500,0.0,3,7,1710,47.3448,-122.217,0,0,0,1,0,0,0
19962,20667,424000.0,4.0,2.5,2650,8685,0.0,3,9,2650,47.344,-122.269,0,0,0,1,0,0,0
19963,20668,630000.0,3.0,2.5,3490,12410,0.0,3,8,2590,47.4714,-122.071,1,0,0,1,0,0,0
19965,20670,256703.0,3.0,2.0,1670,4441,0.0,3,7,1670,47.1948,-121.975,0,0,0,0,0,0,0
19966,20671,386380.0,3.0,2.5,1720,3600,0.0,3,7,1720,47.6856,-122.013,0,0,0,1,0,0,0
19967,20672,485000.0,2.0,2.0,1510,3961,0.0,3,8,1510,47.709,-122.018,0,0,0,0,0,0,0
19968,20673,275000.0,3.0,2.5,1450,4040,0.0,3,7,1450,47.3665,-122.022,0,0,0,1,0,0,0
19969,20674,370000.0,4.0,2.5,1812,5026,0.0,3,8,1812,47.4513,-122.202,0,0,0,1,0,0,0
19970,20675,499950.0,2.0,2.5,1060,1208,0.0,3,8,940,47.6371,-122.327,1,0,0,1,0,0,0
19971,20676,502000.0,3.0,2.5,1600,3073,0.0,3,8,1600,47.5934,-122.298,0,0,0,0,0,1,0
19972,20677,654000.0,3.0,3.5,1530,1565,0.0,3,8,1280,47.6179,-122.312,1,0,0,1,0,0,0
19973,20678,575000.0,4.0,2.5,2070,1230,0.0,3,9,1500,47.5775,-122.41,1,0,0,0,0,1,0
19975,20680,554000.0,3.0,2.5,2140,4126,0.0,3,8,1960,47.5368,-122.073,1,0,0,1,0,0,0
19976,20681,360000.0,4.0,2.0,2010,12188,0.0,4,7,1150,47.5013,-122.147,1,0,0,0,0,0,0
19977,20682,619990.0,4.0,3.0,2630,4501,0.0,3,8,2630,47.7748,-122.244,0,0,0,1,0,0,0
19978,20683,317500.0,4.0,2.5,2233,6025,0.0,3,7,2233,47.2599,-122.256,0,0,0,1,0,0,0
19979,20684,564950.0,4.0,3.0,2990,4521,0.0,3,7,2990,47.7401,-122.226,0,0,0,1,0,0,0
19980,20685,545000.0,2.0,1.5,1240,2150,0.0,3,8,1240,47.6884,-122.374,0,0,0,1,0,0,0
19981,20686,333700.0,3.0,2.5,2230,5050,0.0,3,7,2230,47.3359,-122.055,0,0,0,1,0,0,0
19983,20688,530000.0,4.0,3.0,2290,5105,0.0,3,8,2290,47.7727,-122.237,0,0,0,1,0,0,0
19984,20689,396000.0,2.0,1.5,950,865,0.0,3,8,950,47.6714,-122.382,0,0,0,0,0,1,0
19985,20690,305000.0,2.0,2.0,1120,758,0.0,3,7,1120,47.5325,-122.072,0,0,0,1,0,0,0
19986,20691,380000.0,5.0,3.5,2420,4670,0.0,3,7,2420,47.5241,-122.285,0,0,0,1,0,0,0
19987,20692,305000.0,4.0,2.5,1714,3250,0.0,3,8,1714,47.429,-122.189,0,0,0,1,0,0,0
19988,20693,440000.0,4.0,2.5,2230,5650,0.0,3,7,2230,47.5073,-122.168,0,0,0,1,0,0,0
19989,20694,459000.0,4.0,3.0,2530,10000,0.0,3,7,2530,47.431,-122.335,0,0,0,1,0,0,0
19990,20695,530000.0,3.0,3.5,1550,1233,0.0,3,8,1160,47.6034,-122.309,1,0,0,1,0,0,0
19991,20696,600000.0,4.0,3.0,3110,11225,0.0,3,8,3110,47.4865,-122.143,0,0,0,1,0,0,0
19992,20697,515000.0,3.0,3.0,2100,2409,0.0,3,8,1660,47.5973,-122.298,1,0,0,1,0,0,0
19993,20698,275000.0,4.0,2.5,2150,3721,0.0,3,8,2150,47.3363,-122.215,0,0,0,1,0,0,0
19994,20699,540000.0,3.0,2.0,1630,1404,0.0,3,8,1020,47.6646,-122.367,1,0,0,1,0,0,0
19995,20700,445000.0,3.0,2.5,2230,7934,0.0,3,7,2230,47.5439,-121.88,0,0,0,1,0,0,0
19996,20701,285000.0,3.0,2.5,1320,955,0.0,3,7,1320,47.5202,-122.357,0,0,0,0,0,1,0
19997,20702,480000.0,3.0,2.5,1590,1431,0.0,3,8,1060,47.5893,-122.309,0,0,0,1,0,0,0
19998,20703,440000.0,5.0,3.5,2610,3642,0.0,3,8,2080,47.535,-122.284,1,0,0,1,0,0,0
19999,20704,287450.0,3.0,2.5,1440,2500,0.0,3,7,1440,47.5123,-122.358,0,0,0,1,0,0,0
20000,20705,507950.0,4.0,2.5,2630,6283,0.0,3,9,2630,47.5079,-122.158,0,0,0,1,0,0,0
20002,20707,425000.0,3.0,1.5,1400,1022,0.0,3,8,1400,47.6989,-122.317,0,0,0,0,0,1,0
20003,20708,420000.0,3.0,3.5,1900,2133,0.0,3,8,1520,47.5675,-122.369,1,0,0,1,0,0,0
20004,20709,394950.0,3.0,2.5,1350,1250,0.0,3,8,1270,47.5491,-122.387,1,0,0,0,0,1,0
20005,20710,635000.0,4.0,3.5,3420,6752,0.0,3,9,3030,47.517,-121.876,1,0,0,1,0,0,0
20007,20712,380000.0,4.0,2.5,2110,5306,0.0,3,8,2110,47.356,-122.057,0,0,0,1,0,0,0
20009,20714,540000.0,5.0,3.0,2870,4369,0.0,3,8,2090,47.7449,-122.192,1,0,0,1,0,0,0
20010,20715,352499.0,2.0,2.5,1240,705,0.0,3,7,1150,47.5321,-122.073,1,0,0,1,0,0,0
20012,20717,685000.0,4.0,2.5,2310,5100,0.0,3,9,2310,47.7039,-122.36,0,0,0,1,0,0,0
20013,20718,330675.0,4.0,3.0,1930,3031,0.0,3,7,1200,47.7457,-121.985,1,0,0,0,0,0,0
20014,20719,275000.0,3.0,3.0,1390,1080,0.0,3,7,1140,47.5323,-122.281,1,0,0,1,0,0,0
20015,20720,259950.0,3.0,2.5,1578,7340,0.0,3,7,1578,47.3771,-122.186,0,0,0,1,0,0,0
20016,20721,441000.0,3.0,2.0,1720,15000,0.0,3,9,1720,47.6927,-121.92,0,0,0,0,0,0,0
20018,20723,590000.0,3.0,3.5,1970,5079,0.0,3,8,1680,47.5816,-122.296,1,0,0,1,0,0,0
20019,20724,497000.0,3.0,2.5,1460,1353,0.0,3,8,1050,47.5774,-122.412,1,0,0,1,0,0,0
20020,20725,345500.0,3.0,2.5,1930,4000,0.0,3,8,1930,47.3518,-122.275,0,0,0,1,0,0,0
20021,20726,562500.0,3.0,2.5,1300,907,0.0,3,8,1000,47.6371,-122.327,1,0,0,1,0,0,0
20022,20727,355000.0,3.0,2.5,1445,1087,0.0,3,7,1300,47.5339,-122.067,1,0,0,1,0,0,0
20023,20728,345000.0,2.0,2.5,860,696,0.0,3,9,860,47.5663,-122.29,0,0,0,1,0,0,0
20024,20729,478000.0,3.0,2.5,3040,4535,0.0,3,9,3040,47.51,-122.185,0,0,0,1,0,0,0
20025,20730,391500.0,3.0,2.5,2424,6143,0.0,3,9,2424,47.3512,-122.135,0,0,0,1,0,0,0
20026,20731,265000.0,2.0,1.5,1084,3427,0.0,3,7,1084,47.7117,-122.326,0,0,0,1,0,0,0
20027,20732,395000.0,3.0,2.5,2510,5320,0.0,3,8,2510,47.5374,-122.357,0,0,0,1,0,0,0
20028,20733,286308.0,2.0,1.5,1220,1036,0.0,3,7,1220,47.7348,-122.347,0,0,0,0,0,1,0
20029,20734,370000.0,2.0,2.5,1280,835,0.0,3,7,1080,47.5592,-122.284,1,0,0,1,0,0,0
20031,20736,298900.0,3.0,2.5,1852,4000,0.0,3,7,1852,47.3451,-122.209,0,0,0,1,0,0,0
20032,20737,775000.0,4.0,2.5,2580,5787,0.0,3,9,2580,47.5416,-121.994,0,0,0,1,0,0,0
20035,20740,249000.0,2.0,1.5,1090,2686,0.0,3,7,1090,47.717,-122.19,0,0,0,1,0,0,0
20036,20741,348000.0,3.0,2.0,2360,6145,0.0,3,8,2360,47.3564,-122.198,0,0,0,0,0,0,0
20037,20742,358000.0,5.0,2.5,2460,5604,0.0,3,8,2460,47.3658,-122.037,0,0,0,1,0,0,0
20038,20743,260000.0,5.0,2.5,2025,7760,0.0,3,7,2025,47.2671,-122.256,0,0,0,1,0,0,0
20040,20745,739000.0,3.0,2.5,2810,5400,0.0,3,9,2810,47.7065,-122.118,0,0,0,1,0,0,0
20042,20747,462000.0,4.0,2.5,3070,6432,0.0,3,9,3070,47.4487,-122.205,0,0,0,1,0,0,0
20045,20750,641000.0,4.0,3.5,2760,4104,0.0,3,8,1900,47.5286,-122.187,1,0,0,1,0,0,0
20049,20754,357000.0,5.0,2.5,2990,9240,0.0,3,8,2990,47.7384,-122.348,0,0,0,1,0,0,0
20050,20755,650000.0,3.0,3.0,1540,1251,0.0,3,8,1230,47.6298,-122.321,1,0,0,1,0,0,0
20051,20757,345000.0,3.0,2.5,1680,2229,0.0,3,7,1680,47.7484,-122.322,0,0,0,1,0,0,0
20052,20758,479950.0,3.0,2.0,2260,7163,0.0,3,9,2260,47.4593,-122.136,0,0,0,0,0,0,0
20053,20759,660000.0,4.0,3.5,3400,5196,0.0,3,9,3400,47.5169,-121.884,0,0,0,1,0,0,0
20054,20760,800000.0,4.0,2.5,2930,5000,0.0,3,9,2760,47.5424,-122.12,1,0,0,1,0,0,0
20055,20761,253101.0,3.0,2.0,1239,6036,0.0,3,7,1239,47.3689,-122.175,0,0,0,0,0,0,0
20056,20762,555000.0,3.0,3.5,2100,2479,0.0,3,9,1450,47.562,-122.292,1,0,0,1,0,0,0
20057,20763,240000.0,4.0,1.0,1200,2171,0.0,3,7,1200,47.7076,-122.342,0,0,1,0,0,0,0
20058,20765,239000.0,2.0,1.5,680,772,0.0,3,7,680,47.695,-122.343,0,0,0,1,0,0,0
20059,20767,430000.0,4.0,2.5,2750,7200,0.0,3,8,2750,47.7327,-121.966,0,0,0,1,0,0,0
20060,20768,660000.0,3.0,2.5,2450,4332,0.0,3,8,2450,47.6942,-122.016,0,0,0,1,0,0,0
20061,20769,399963.0,4.0,2.5,2620,4050,0.0,3,8,2620,47.5017,-122.34,0,0,0,1,0,0,0
20062,20770,411000.0,2.0,2.0,1130,1148,0.0,3,9,800,47.6023,-122.314,1,0,0,1,0,0,0
20063,20771,483453.0,4.0,3.0,2790,5527,0.0,3,8,2790,47.4827,-121.773,0,0,0,1,0,0,0
20064,20772,469950.0,3.0,2.0,1820,1357,0.0,3,9,1820,47.5432,-122.376,0,0,0,0,0,1,0
20065,20773,504058.0,4.0,3.0,2910,7467,0.0,3,8,2910,47.4841,-121.772,0,0,0,1,0,0,0
20066,20774,425996.0,4.0,2.5,2568,5000,0.0,3,9,2568,47.2596,-122.194,0,0,0,1,0,0,0
20067,20775,760005.0,4.0,3.0,3090,5859,0.0,3,9,3090,47.6057,-122.047,0,0,0,1,0,0,0
20068,20776,699999.0,2.0,2.0,1460,1085,0.0,3,8,950,47.6205,-122.299,1,0,0,1,0,0,0
20069,20777,749950.0,3.0,2.5,2010,2263,0.0,3,8,1340,47.6088,-122.311,1,0,0,1,0,0,0
20070,20778,674600.0,4.0,2.5,2610,5140,0.0,3,8,2610,47.6951,-122.346,0,0,0,1,0,0,0
20071,20779,450000.0,2.0,1.5,960,1000,0.0,3,8,920,47.6489,-122.335,1,0,0,1,0,0,0
20072,20780,272000.0,3.0,2.5,1528,7616,0.0,3,7,1528,47.3774,-122.186,0,0,0,1,0,0,0
20073,20781,450000.0,2.0,1.5,1310,1264,0.0,3,8,1120,47.5772,-122.409,1,0,0,1,0,0,0
20074,20782,643950.0,3.0,2.5,1760,2122,0.0,3,9,1760,47.5633,-122.385,0,0,0,0,0,1,0
20075,20783,290000.0,3.0,2.5,1420,3542,0.0,3,8,1310,47.7731,-122.343,1,0,0,1,0,0,0
20076,20784,378000.0,3.0,2.5,1650,2082,0.0,3,8,1650,47.7108,-122.332,0,0,0,0,0,1,0
20077,20785,728050.0,3.0,2.5,2320,6775,0.0,3,8,2320,47.7158,-122.016,0,0,0,0,0,0,0
20078,20786,499160.0,4.0,2.5,2628,11466,0.0,3,9,2628,47.2904,-122.264,0,0,0,1,0,0,0
20079,20787,536000.0,4.0,2.5,2520,4831,0.0,3,8,2520,47.7711,-122.168,0,0,0,1,0,0,0
20080,20788,419900.0,5.0,3.5,2880,5000,0.0,3,8,2260,47.3455,-122.023,1,0,0,1,0,0,0
20081,20789,469000.0,3.0,2.5,1440,1362,0.0,3,7,1440,47.6908,-122.365,0,0,0,0,0,1,0
20082,20790,374000.0,3.0,2.5,2185,6042,0.0,3,9,2185,47.3573,-122.202,0,0,0,1,0,0,0
20083,20791,182568.0,4.0,1.5,1500,2106,0.0,3,7,1500,47.5669,-122.297,0,0,0,1,0,0,0
20084,20792,334888.0,3.0,2.5,1769,7324,0.0,3,9,1769,47.3307,-122.188,0,0,0,1,0,0,0
20086,20794,383000.0,4.0,2.5,2160,6223,0.0,3,8,2160,47.3494,-122.042,0,0,0,1,0,0,0
20088,20796,351999.0,3.0,2.5,2370,4200,0.0,3,8,2370,47.3706,-122.017,0,0,0,1,0,0,0
20090,20798,312000.0,3.0,2.5,1780,4077,0.0,3,8,1780,47.3568,-122.056,0,0,0,1,0,0,0
20091,20799,674950.0,4.0,3.5,2650,3127,0.0,3,8,2230,47.5381,-122.046,1,0,0,1,0,0,0
20093,20801,415000.0,2.0,2.5,1160,1219,0.0,3,8,1160,47.6543,-122.358,0,0,0,0,0,1,0
20095,20803,208800.0,3.0,2.5,1390,2450,0.0,3,7,1390,47.5298,-122.269,0,0,0,1,0,0,0
20096,20804,452000.0,2.0,2.5,1260,1131,0.0,3,8,1260,47.6715,-122.384,0,0,0,0,0,1,0
20097,20805,837000.0,5.0,3.0,2940,5225,0.0,3,8,2760,47.6879,-122.107,1,0,0,1,0,0,0
20098,20806,780000.0,5.0,3.5,3190,4247,0.0,3,8,2430,47.7016,-122.103,1,0,0,1,0,0,0
20101,20809,369946.0,3.0,2.5,2420,4725,0.0,3,8,2420,47.371,-122.018,0,0,0,1,0,0,0
20102,20810,530000.0,3.0,3.0,3400,7200,0.0,3,9,2470,47.4878,-122.191,1,0,0,1,0,0,0
20104,20813,735000.0,4.0,3.5,3200,7605,0.0,3,9,2500,47.3443,-122.327,1,0,0,1,0,0,0
20106,20815,489950.0,3.0,2.5,1590,926,0.0,3,8,1590,47.5402,-122.387,0,0,0,0,0,1,0
20107,20816,357500.0,3.0,3.0,1730,1442,0.0,3,8,1440,47.5344,-122.348,1,0,0,1,0,0,0
20108,20817,329995.0,4.0,2.5,2303,3680,0.0,3,8,2303,47.2599,-122.283,0,0,0,1,0,0,0
20109,20818,414000.0,3.0,2.5,1790,3754,0.0,3,8,1790,47.534,-121.841,0,0,0,1,0,0,0
20110,20819,533500.0,3.0,3.5,2490,3517,0.0,3,8,1720,47.5341,-122.067,1,0,0,1,0,0,0
20111,20820,402395.0,4.0,2.5,2669,5385,0.0,3,9,2669,47.3262,-122.165,0,0,0,1,0,0,0
20114,20823,239800.0,2.0,2.0,1290,1493,0.0,3,8,1290,47.5171,-122.346,0,0,0,1,0,0,0
20115,20824,616950.0,5.0,3.5,3560,5008,0.0,3,8,2810,47.5542,-122.359,1,0,0,1,0,0,0
20117,20826,435000.0,3.0,2.5,1230,1238,0.0,3,8,1080,47.6519,-122.384,1,0,0,1,0,0,0
20119,20828,631500.0,2.0,2.5,1780,2493,0.0,3,8,1780,47.6704,-122.358,0,0,0,0,0,1,0
20120,20829,399995.0,3.0,1.5,1140,1069,0.0,3,8,1140,47.6907,-122.342,0,0,0,0,0,1,0
20121,20830,369950.0,3.0,2.0,1270,1320,0.0,3,8,1270,47.6937,-122.342,0,0,0,0,0,1,0
20122,20831,475000.0,5.0,3.5,2780,3583,0.0,3,8,2180,47.4879,-122.152,1,0,0,1,0,0,0
20123,20832,353000.0,4.0,2.5,1912,5000,0.0,3,8,1912,47.3511,-122.275,0,0,0,1,0,0,0
20124,20833,329950.0,4.0,2.5,2300,9690,0.0,3,8,2300,47.2793,-122.352,0,0,0,1,0,0,0
20125,20834,367000.0,3.0,2.5,2828,4050,0.0,3,8,2828,47.382,-122.197,0,0,0,1,0,0,0
20126,20835,447500.0,4.0,2.5,2425,9017,0.0,3,9,2425,47.3003,-122.263,0,0,0,1,0,0,0
20129,20838,690000.0,2.0,2.5,1990,1756,0.0,3,9,1780,47.6264,-122.323,1,0,0,0,0,1,0
20130,20839,329950.0,3.0,2.5,1300,812,0.0,3,8,880,47.5893,-122.317,1,0,0,1,0,0,0
20131,20840,399500.0,4.0,2.5,2560,7492,0.0,3,8,2560,47.4467,-122.287,0,0,0,1,0,0,0
20132,20841,555000.0,5.0,2.5,2450,5047,0.0,3,8,2450,47.7724,-122.168,0,0,0,1,0,0,0
